dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,3.511403,0.750130,4.075000,1.000000,0.000000,0.000000,0.022802
0.050000,3.561251,0.753752,4.125000,1.000000,0.000000,0.000000,0.121895
0.050000,3.610511,0.762213,4.175000,1.000000,0.000000,0.000000,0.217524
0.050000,3.658774,0.775209,4.225000,1.000000,0.000000,0.000000,0.307478
0.050000,3.705737,0.792328,4.275000,1.000000,0.000000,0.000000,0.390359
0.050000,3.751204,0.813103,4.325000,1.000000,0.000000,0.000000,0.465572
0.050000,3.795075,0.837069,4.375000,1.000000,0.000000,0.000000,0.533146
0.050000,3.837327,0.863790,4.425000,1.000000,0.000000,0.000000,0.593513
0.050000,3.877989,0.892876,4.475000,1.000000,0.000000,0.000000,0.647317
0.050000,3.917122,0.923991,4.525000,1.000000,0.000000,0.000000,0.695276
0.050000,3.954805,0.956848,4.575000,1.000000,0.000000,0.000000,0.738100
0.050000,3.991127,0.991206,4.625000,1.000000,0.000000,0.000000,0.776446
0.050000,4.026869,1.026147,4.675000,1.000000,0.000000,0.000000,0.757794
0.050000,4.063860,1.059782,4.725000,1.000000,0.000000,0.000000,0.717287
0.050000,4.102258,1.091801,4.775000,1.000000,0.000000,0.000000,0.671981
0.050000,4.142146,1.121941,4.825000,1.000000,0.000000,0.000000,0.621191
0.050000,4.183597,1.149889,4.875000,1.000000,0.000000,0.000000,0.564193
0.050000,4.226658,1.175284,4.925000,1.000000,0.000000,0.000000,0.500294
0.050000,4.271334,1.197712,4.975000,1.000000,0.000000,0.000000,0.428934
0.050000,4.317567,1.216718,5.025000,1.000000,0.000000,0.000000,0.349857
0.050000,4.365211,1.231832,5.075000,1.000000,0.000000,0.000000,0.263318
0.050000,4.414018,1.242607,5.125000,1.000000,0.000000,0.000000,0.170298
0.050000,4.463628,1.248677,5.175000,1.000000,0.000000,0.000000,0.072616
0.050000,4.513594,1.249815,5.225000,1.000000,0.000000,0.000000,6.256003
0.050000,4.563426,1.245977,5.275000,1.000000,0.000000,0.000000,6.157006
0.050000,4.612650,1.237310,5.325000,1.000000,0.000000,0.000000,6.061585
0.050000,4.660863,1.224123,5.375000,1.000000,0.000000,0.000000,5.971918
0.050000,4.707759,1.206836,5.424996,0.999824,-0.003522,-0.070438,5.889373
0.050000,4.753090,1.185946,5.474920,0.997148,-0.053522,-1.000000,5.814606
0.050000,4.796659,1.161994,5.524648,0.991972,-0.103522,-1.000000,5.747694
0.050000,4.838361,1.135512,5.574055,0.984296,-0.153522,-1.000000,5.688254
0.050000,4.878155,1.106999,5.623015,0.974120,-0.203522,-1.000000,5.635658
0.050000,4.916044,1.076908,5.671404,0.961443,-0.253522,-1.000000,5.589183
0.050000,4.952057,1.045645,5.719097,0.946267,-0.303522,-1.000000,5.548102
0.050000,4.986236,1.013575,5.765968,0.928591,-0.353522,-1.000000,5.511743
0.050000,5.019156,0.981571,5.811898,0.908591,-0.400000,-0.929562,5.537010
0.050000,5.053222,0.952292,5.856827,0.888591,-0.400000,-0.000000,5.611127
0.050000,5.088666,0.926361,5.900757,0.868591,-0.400000,0.000000,5.693622
0.050000,5.125357,0.904102,5.943686,0.848591,-0.400000,0.000000,5.783637
0.050000,5.163055,0.885784,5.985616,0.828591,-0.400000,0.000000,5.879166
0.050000,5.201413,0.871551,6.026546,0.808591,-0.400000,0.000000,5.977070
0.050000,5.240008,0.861374,6.066475,0.788591,-0.400000,0.000000,6.073533
0.050000,5.278404,0.855035,6.105405,0.768591,-0.400000,-0.000000,6.164832
0.050000,5.316213,0.852150,6.143334,0.748591,-0.400000,0.000000,6.248080
0.050000,5.353134,0.852236,6.180264,0.728591,-0.400000,0.000000,0.038407
0.050000,5.388968,0.854775,6.216193,0.708591,-0.400000,0.000000,0.101632
0.050000,5.423604,0.859265,6.251123,0.688591,-0.400000,0.000000,0.154845
0.050000,5.456998,0.865254,6.285053,0.668591,-0.400000,0.000000,0.198790
0.050000,5.489152,0.872348,6.317982,0.648591,-0.400000,-0.000000,0.234409
0.050000,5.520096,0.880218,6.349912,0.628591,-0.400000,0.000000,0.262671
0.050000,5.549871,0.888587,6.380841,0.608591,-0.400000,0.000000,0.284478
0.050000,5.578525,0.897230,6.410771,0.588591,-0.400000,0.000000,0.300630
0.050000,5.606105,0.905961,6.439700,0.568591,-0.400000,0.000000,0.311815
0.050000,5.632656,0.914628,6.467630,0.548591,-0.400000,0.000000,0.318624
0.050000,5.658215,0.923109,6.494559,0.528591,-0.400000,-0.000000,0.321558
0.050000,5.682815,0.931305,6.520489,0.508591,-0.400000,0.000000,0.321046
0.050000,5.706483,0.939135,6.545419,0.488591,-0.400000,0.000000,0.317464
0.050000,5.729239,0.946538,6.569348,0.468591,-0.400000,0.000000,0.311142
0.050000,5.751096,0.953467,6.592278,0.448591,-0.400000,0.000000,0.302382
0.050000,5.772065,0.959888,6.614207,0.428591,-0.400000,-0.000000,0.291463
0.050000,5.792148,0.965777,6.635137,0.408591,-0.400000,0.000000,0.278653
0.050000,5.811347,0.971124,6.655066,0.388591,-0.400000,0.000000,0.264211
0.050000,5.829657,0.975926,6.673996,0.368591,-0.400000,-0.000000,0.248397
0.050000,5.847072,0.980190,6.691926,0.348591,-0.400000,0.000000,0.231470
0.050000,5.863584,0.983929,6.708855,0.328591,-0.400000,0.000000,0.213691
0.050000,5.879181,0.987166,6.724785,0.308591,-0.400000,-0.000000,0.195324
0.050000,5.893852,0.989929,6.739714,0.288591,-0.400000,0.000000,0.176633
0.050000,5.907587,0.992249,6.753644,0.268591,-0.400000,0.000000,0.157881
0.050000,5.920374,0.994164,6.766573,0.248591,-0.400000,-0.000000,0.139323
0.050000,5.932202,0.995715,6.778503,0.228591,-0.400000,0.000000,0.121210
0.050000,5.943062,0.996943,6.789432,0.208591,-0.400000,0.000000,0.103776
0.050000,5.952946,0.997890,6.799362,0.188591,-0.400000,0.000000,0.087243
0.050000,5.961847,0.998600,6.808292,0.168591,-0.400000,-0.000000,0.071815
0.050000,5.969760,0.999113,6.816221,0.148591,-0.400000,0.000000,0.057672
0.050000,5.976681,0.999469,6.823151,0.128591,-0.400000,0.000000,0.044977
0.050000,5.982606,0.999703,6.829080,0.108591,-0.400000,-0.000000,0.033868
0.050000,5.987533,0.999847,6.834010,0.088591,-0.400000,0.000000,0.024463
0.050000,5.991466,0.999928,6.837944,0.068767,-0.396478,0.070438,0.016848
0.050000,5.994471,0.999970,6.840949,0.051443,-0.346478,1.000000,0.010966
0.050000,5.996673,0.999989,6.843151,0.036620,-0.296478,1.000000,0.006622
0.050000,5.998195,0.999997,6.844674,0.024296,-0.246478,1.000000,0.003599
0.050000,5.999165,0.999999,6.845643,0.014472,-0.196478,1.000000,0.001669
0.050000,5.999705,1.000000,6.846183,0.007148,-0.146478,1.000000,0.000590
0.050000,5.999942,1.000000,6.846420,0.002324,-0.096478,1.000000,0.000116
0.050000,6.000000,1.000000,6.846478,0.000000,-0.046478,1.000000,0.000000
0.050000,6.000000,1.000000,6.846478,0.000000,0.000000,0.929562,0.000000
