dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,8.080183,0.636900,11.202192,0.589899,-1.000000,0.000000,0.000000
0.050000,8.107178,0.636900,11.229187,0.539899,-1.000000,0.000000,0.000000
0.050000,8.131673,0.636900,11.253682,0.489899,-1.000000,-0.000000,0.000000
0.050000,8.153668,0.636900,11.275677,0.439899,-1.000000,-0.000000,0.000000
0.050000,8.173163,0.636900,11.295172,0.389899,-1.000000,-0.000000,0.000000
0.050000,8.190158,0.636900,11.312166,0.339899,-1.000000,-0.000000,0.000000
0.050000,8.204653,0.636900,11.326661,0.289899,-1.000000,0.000000,0.000000
0.050000,8.216648,0.636900,11.338656,0.239899,-1.000000,0.000000,0.000000
0.050000,8.226143,0.636900,11.348151,0.189899,-1.000000,-0.000000,0.000000
0.050000,8.233138,0.636900,11.355146,0.139899,-1.000000,0.000000,0.000000
0.050000,8.237633,0.636900,11.359641,0.089899,-1.000000,0.000000,0.000000
0.050000,8.239628,0.636900,11.361636,0.039899,-1.000000,-0.000000,0.000000
0.050000,8.240000,0.636900,11.362009,0.007449,-0.648987,7.020251,0.000000
0.050000,8.240000,0.636900,11.362009,0.000000,-0.148987,10.000000,0.000000
